Subject,Start Date,Start Time,End Date,End Time,All day event,Description,Location
CARTA,04/01/2021,07:00 AM,04/01/2021,07:10 AM,TRUE,CARTA
ORG - VETRO,06/01/2021,07:00 AM,06/01/2021,07:10 AM,TRUE,ORG - VETRO
PLASTICA,08/01/2021,07:00 AM,08/01/2021,07:10 AM,TRUE,PLASTICA
NON REC,09/01/2021,07:00 AM,09/01/2021,07:10 AM,TRUE,NON REC
ORG,13/01/2021,07:00 AM,13/01/2021,07:10 AM,TRUE,ORG
CARTA,18/01/2021,07:00 AM,18/01/2021,07:10 AM,TRUE,CARTA
ORG - VETRO,20/01/2021,07:00 AM,20/01/2021,07:10 AM,TRUE,ORG - VETRO
PLASTICA,22/01/2021,07:00 AM,22/01/2021,07:10 AM,TRUE,PLASTICA
NON REC,23/01/2021,07:00 AM,23/01/2021,07:10 AM,TRUE,NON REC
ORG,27/01/2021,07:00 AM,27/01/2021,07:10 AM,TRUE,ORG
CARTA,01/02/2021,07:00 AM,01/02/2021,07:10 AM,TRUE,CARTA
ORG - VETRO - SFALCI,03/02/2021,07:00 AM,03/02/2021,07:10 AM,TRUE,ORG - VETRO - SFALCI
PLASTICA,05/02/2021,07:00 AM,05/02/2021,07:10 AM,TRUE,PLASTICA
NON REC,06/02/2021,07:00 AM,06/02/2021,07:10 AM,TRUE,NON REC
ORG,10/02/2021,07:00 AM,10/02/2021,07:10 AM,TRUE,ORG
CARTA,15/02/2021,07:00 AM,15/02/2021,07:10 AM,TRUE,CARTA
ORG - VETRO,17/02/2021,07:00 AM,17/02/2021,07:10 AM,TRUE,ORG - VETRO
PLASTICA,19/02/2021,07:00 AM,19/02/2021,07:10 AM,TRUE,PLASTICA
NON REC,20/02/2021,07:00 AM,20/02/2021,07:10 AM,TRUE,NON REC
ORG,24/02/2021,07:00 AM,24/02/2021,07:10 AM,TRUE,ORG
CARTA,01/03/2021,07:00 AM,01/03/2021,07:10 AM,TRUE,CARTA
ORG - VETRO - SFALCI,03/03/2021,07:00 AM,03/03/2021,07:10 AM,TRUE,ORG - VETRO - SFALCI
PLASTICA,05/03/2021,07:00 AM,05/03/2021,07:10 AM,TRUE,PLASTICA
NON REC,06/03/2021,07:00 AM,06/03/2021,07:10 AM,TRUE,NON REC
ORG - LAV,10/03/2021,07:00 AM,10/03/2021,07:10 AM,TRUE,ORG - LAV
CARTA,15/03/2021,07:00 AM,15/03/2021,07:10 AM,TRUE,CARTA
ORG - VETRO - SFALCI,17/03/2021,07:00 AM,17/03/2021,07:10 AM,TRUE,ORG - VETRO - SFALCI
PLASTICA,19/03/2021,07:00 AM,19/03/2021,07:10 AM,TRUE,PLASTICA
NON REC,20/03/2021,07:00 AM,20/03/2021,07:10 AM,TRUE,NON REC
ORG - SFALCI,24/03/2021,07:00 AM,24/03/2021,07:10 AM,TRUE,ORG - SFALCI
CARTA,29/03/2021,07:00 AM,29/03/2021,07:10 AM,TRUE,CARTA
ORG - VETRO - SFALCI,31/03/2021,07:00 AM,31/03/2021,07:10 AM,TRUE,ORG - VETRO - SFALCI
PLASTICA,02/04/2021,07:00 AM,02/04/2021,07:10 AM,TRUE,PLASTICA
NON REC,03/04/2021,07:00 AM,03/04/2021,07:10 AM,TRUE,NON REC
ORG - SFALCI,07/04/2021,07:00 AM,07/04/2021,07:10 AM,TRUE,ORG - SFALCI
CARTA,12/04/2021,07:00 AM,12/04/2021,07:10 AM,TRUE,CARTA
ORG - VETRO - SFALCI,14/04/2021,07:00 AM,14/04/2021,07:10 AM,TRUE,ORG - VETRO - SFALCI
PLASTICA,16/04/2021,07:00 AM,16/04/2021,07:10 AM,TRUE,PLASTICA
NON REC,17/04/2021,07:00 AM,17/04/2021,07:10 AM,TRUE,NON REC
ORG - SFALCI,21/04/2021,07:00 AM,21/04/2021,07:10 AM,TRUE,ORG - SFALCI
CARTA,26/04/2021,07:00 AM,26/04/2021,07:10 AM,TRUE,CARTA
ORG - VETRO,28/04/2021,07:00 AM,28/04/2021,07:10 AM,TRUE,ORG - VETRO
ORG - PLASTICA,30/04/2021,07:00 AM,30/04/2021,07:10 AM,TRUE,ORG - PLASTICA
NON REC,04/05/2021,07:00 AM,04/05/2021,07:10 AM,TRUE,NON REC
